Month,Category,Exports,Imports,Balance
3/1/2004,Unspecified goods,17,22,-5
4/1/2004,Unspecified goods,13,19,-6
5/1/2004,Unspecified goods,19,20,-1
6/1/2004,Unspecified goods,17,26,-9
7/1/2004,Unspecified goods,17,21,-4
8/1/2004,Unspecified goods,19,25,-6
9/1/2004,Unspecified goods,13,25,-12
10/1/2004,Unspecified goods,24,23,1
11/1/2004,Unspecified goods,27,20,7
12/1/2004,Unspecified goods,36,23,13
1/1/2005,Unspecified goods,20,21,-1
2/1/2005,Unspecified goods,36,27,9
3/1/2005,Unspecified goods,22,17,5
4/1/2005,Unspecified goods,24,25,-1
5/1/2005,Unspecified goods,17,22,-5
6/1/2005,Unspecified goods,17,26,-9
7/1/2005,Unspecified goods,19,24,-5
8/1/2005,Unspecified goods,24,18,6
9/1/2005,Unspecified goods,20,16,4
10/1/2005,Unspecified goods,22,20,2
11/1/2005,Unspecified goods,57,29,28
12/1/2005,Unspecified goods,45,21,24
1/1/2006,Unspecified goods,52,20,32
2/1/2006,Unspecified goods,42,20,22
3/1/2006,Unspecified goods,58,24,34
4/1/2006,Unspecified goods,20,15,5
5/1/2006,Unspecified goods,38,19,19
6/1/2006,Unspecified goods,20,14,6
7/1/2006,Unspecified goods,20,15,5
8/1/2006,Unspecified goods,19,30,-11
9/1/2006,Unspecified goods,30,15,15
10/1/2006,Unspecified goods,12,17,-5
11/1/2006,Unspecified goods,12,16,-4
12/1/2006,Unspecified goods,30,13,17
1/1/2007,Unspecified goods,66,20,46
2/1/2007,Unspecified goods,55,13,42
3/1/2007,Unspecified goods,35,14,21
4/1/2007,Unspecified goods,15,16,-1
5/1/2007,Unspecified goods,14,20,-6
6/1/2007,Unspecified goods,15,14,1
7/1/2007,Unspecified goods,14,18,-4
8/1/2007,Unspecified goods,20,16,4
9/1/2007,Unspecified goods,14,21,-7
10/1/2007,Unspecified goods,12,14,-2
11/1/2007,Unspecified goods,16,17,-1
12/1/2007,Unspecified goods,8,21,-13
1/1/2008,Unspecified goods,13,22,-9
2/1/2008,Unspecified goods,12,61,-49
3/1/2008,Unspecified goods,8,25,-17
4/1/2008,Unspecified goods,15,28,-13
5/1/2008,Unspecified goods,14,21,-7
6/1/2008,Unspecified goods,13,30,-17
7/1/2008,Unspecified goods,15,20,-5
8/1/2008,Unspecified goods,8,27,-19
9/1/2008,Unspecified goods,13,17,-4
10/1/2008,Unspecified goods,15,22,-7
11/1/2008,Unspecified goods,9,26,-17
12/1/2008,Unspecified goods,19,75,-56
1/1/2009,Unspecified goods,19,21,-2
2/1/2009,Unspecified goods,15,19,-4
3/1/2009,Unspecified goods,15,24,-9
4/1/2009,Unspecified goods,12,31,-19
5/1/2009,Unspecified goods,12,23,-11
6/1/2009,Unspecified goods,18,29,-11
7/1/2009,Unspecified goods,16,27,-11
8/1/2009,Unspecified goods,25,27,-2
9/1/2009,Unspecified goods,23,237,-214
10/1/2009,Unspecified goods,26,30,-4
11/1/2009,Unspecified goods,16,27,-11
12/1/2009,Unspecified goods,15,19,-4
1/1/2010,Unspecified goods,13,27,-14
2/1/2010,Unspecified goods,26,28,-2
3/1/2010,Unspecified goods,9,20,-11
4/1/2010,Unspecified goods,10,17,-7
5/1/2010,Unspecified goods,10,22,-12
6/1/2010,Unspecified goods,8,22,-14
7/1/2010,Unspecified goods,9,16,-7
8/1/2010,Unspecified goods,8,23,-15
9/1/2010,Unspecified goods,6,34,-28
10/1/2010,Unspecified goods,9,33,-24
11/1/2010,Unspecified goods,8,29,-21
12/1/2010,Unspecified goods,10,29,-19
1/1/2011,Unspecified goods,15,20,-5
2/1/2011,Unspecified goods,17,23,-6
3/1/2011,Unspecified goods,15,21,-6
4/1/2011,Unspecified goods,12,17,-5
5/1/2011,Unspecified goods,12,25,-13
6/1/2011,Unspecified goods,10,19,-9
7/1/2011,Unspecified goods,15,62,-47
8/1/2011,Unspecified goods,12,63,-51
9/1/2011,Unspecified goods,34,80,-46
10/1/2011,Unspecified goods,42,48,-6
11/1/2011,Unspecified goods,34,37,-3
12/1/2011,Unspecified goods,11,29,-18
1/1/2012,Unspecified goods,10,28,-18
2/1/2012,Unspecified goods,12,27,-15
3/1/2012,Unspecified goods,14,30,-16
4/1/2012,Unspecified goods,15,56,-41
5/1/2012,Unspecified goods,14,44,-30
6/1/2012,Unspecified goods,14,34,-20
7/1/2012,Unspecified goods,13,48,-35
8/1/2012,Unspecified goods,11,24,-13
9/1/2012,Unspecified goods,7,29,-22
10/1/2012,Unspecified goods,22,45,-23
11/1/2012,Unspecified goods,11,26,-15
12/1/2012,Unspecified goods,1,27,-26
1/1/2013,Unspecified goods,14,63,-49
2/1/2013,Unspecified goods,12,64,-52
3/1/2013,Unspecified goods,23,59,-36
4/1/2013,Unspecified goods,11,44,-33
5/1/2013,Unspecified goods,14,65,-51
6/1/2013,Unspecified goods,17,107,-90
7/1/2013,Unspecified goods,17,32,-15
8/1/2013,Unspecified goods,10,25,-15
9/1/2013,Unspecified goods,11,38,-27
10/1/2013,Unspecified goods,4,147,-143
11/1/2013,Unspecified goods,6,99,-93
12/1/2013,Unspecified goods,9,69,-60
1/1/2014,Unspecified goods,10,31,-21
2/1/2014,Unspecified goods,9,19,-10
3/1/2014,Unspecified goods,11,29,-18
4/1/2014,Unspecified goods,15,15,0
5/1/2014,Unspecified goods,14,16,-2
6/1/2014,Unspecified goods,12,18,-6
7/1/2014,Unspecified goods,11,46,-35
8/1/2014,Unspecified goods,21,35,-14
9/1/2014,Unspecified goods,20,25,-5
10/1/2014,Unspecified goods,22,9,13
11/1/2014,Unspecified goods,12,44,-32
12/1/2014,Unspecified goods,18,37,-19
1/1/2015,Unspecified goods,16,23,-7
2/1/2015,Unspecified goods,18,96,-78
3/1/2015,Unspecified goods,12,6,6
4/1/2015,Unspecified goods,16,26,-10
5/1/2015,Unspecified goods,12,48,-36
6/1/2015,Unspecified goods,17,16,1
7/1/2015,Unspecified goods,39,25,14
8/1/2015,Unspecified goods,9,44,-35
9/1/2015,Unspecified goods,10,31,-21
10/1/2015,Unspecified goods,15,30,-15
11/1/2015,Unspecified goods,20,40,-20
12/1/2015,Unspecified goods,15,22,-7
1/1/2016,Unspecified goods,13,39,-26
2/1/2016,Unspecified goods,9,44,-35
3/1/2016,Unspecified goods,16,51,-35
4/1/2016,Unspecified goods,13,29,-16
5/1/2016,Unspecified goods,16,47,-31
6/1/2016,Unspecified goods,30,44,-14
7/1/2016,Unspecified goods,13,24,-11
8/1/2016,Unspecified goods,29,16,13
9/1/2016,Unspecified goods,16,19,-3
10/1/2016,Unspecified goods,3,21,-18
11/1/2016,Unspecified goods,15,63,-48
12/1/2016,Unspecified goods,4,28,-24
1/1/2017,Unspecified goods,19,20,-1
2/1/2017,Unspecified goods,19,24,-5
3/1/2017,Unspecified goods,14,43,-29
4/1/2017,Unspecified goods,15,54,-39
5/1/2017,Unspecified goods,38,40,-2
6/1/2017,Unspecified goods,10,58,-48
7/1/2017,Unspecified goods,14,48,-34
8/1/2017,Unspecified goods,15,39,-24
9/1/2017,Unspecified goods,302,40,262
10/1/2017,Unspecified goods,27,53,-26
11/1/2017,Unspecified goods,21,180,-159
12/1/2017,Unspecified goods,29,151,-122
1/1/2018,Unspecified goods,13,47,-34
2/1/2018,Unspecified goods,12,106,-94
3/1/2018,Unspecified goods,16,26,-10
4/1/2018,Unspecified goods,15,117,-102
5/1/2018,Unspecified goods,13,94,-81
6/1/2018,Unspecified goods,35,13,22
7/1/2018,Unspecified goods,20,31,-11
8/1/2018,Unspecified goods,16,67,-51
9/1/2018,Unspecified goods,43,114,-71
10/1/2018,Unspecified goods,20,41,-21
11/1/2018,Unspecified goods,102,22,80
12/1/2018,Unspecified goods,19,59,-40
1/1/2019,Unspecified goods,17,38,-21
2/1/2019,Unspecified goods,23,35,-12
3/1/2019,Unspecified goods,23,122,-99
4/1/2019,Unspecified goods,17,90,-73
5/1/2019,Unspecified goods,18,30,-12
6/1/2019,Unspecified goods,40,32,8
7/1/2019,Unspecified goods,199,26,173
8/1/2019,Unspecified goods,19,59,-40
9/1/2019,Unspecified goods,27,96,-69
10/1/2019,Unspecified goods,63,26,37
11/1/2019,Unspecified goods,136,40,96
12/1/2019,Unspecified goods,295,34,261
1/1/2020,Unspecified goods,265,77,188
2/1/2020,Unspecified goods,16,35,-19
3/1/2020,Unspecified goods,28,20,8
4/1/2020,Unspecified goods,608,15,593
5/1/2020,Unspecified goods,305,42,263
6/1/2020,Unspecified goods,500,39,461
7/1/2020,Unspecified goods,17,37,-20
8/1/2020,Unspecified goods,19,30,-11
9/1/2020,Unspecified goods,7,52,-45
10/1/2020,Unspecified goods,17,31,-14
11/1/2020,Unspecified goods,15,59,-44
12/1/2020,Unspecified goods,8,58,-50
1/1/2021,Unspecified goods,177,16,161
